title,Javier ratings
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),
Microwave Massacre (1983),
Middle Men (2009),
Midnight Chronicles (2009),
"Midnight Clear, A (1992)",
Midnight Cowboy (1969),
Midnight Express (1978),
"Midnight Meat Train, The (2008)",
Midnight Run (1988),
Midnight Special (2015),
Midnight in Paris (2011),
Midnight in the Garden of Good and Evil (1997),
"Midsummer Night's Dream, A (1935)",
"Midsummer Night's Sex Comedy, A (1982)",
Midway (1976),
Mighty Aphrodite (1995),
"Mighty Ducks, The (1992)",
"Mighty Heart, A (2007)",
Mighty Joe Young (1949),
Mighty Joe Young (1998),
Mighty Morphin Power Rangers: The Movie (1995),
"Mighty Wind, A (2003)",
"Mighty, The (1998)",
Mike & Dave Need Wedding Dates (2016),
Mike Bassett: England Manager (2001),
Mike's New Car (2002),
Milagro Beanfield War (1988),
Mildred Pierce (1945),
Mildred Pierce (2011),
Milk (2008),
Milk Money (1994),
Milk and Honey (2003),
Millennium (1989),
Millennium Actress (Sennen joyû) (2001),
Miller's Crossing (1990),
Million Dollar Arm (2014),
Million Dollar Baby (2004),
"Million Dollar Hotel, The (2001)",
Millions (2004),
Mimic (1997),2
Mimino (1977),
Mina Tannenbaum (1994),
Mind Game (2004),
Mindhunters (2004),
Mini's First Time (2006),
Minions (2015),4.5
Minnie and Moskowitz (1971),
Minority Report (2002),
"Minus Man, The (1999)",
Miracle (2004),
Miracle Mile (1989),
"Miracle Worker, The (1962)",
"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",
"Miracle of Morgan's Creek, The (1944)",
Miracle on 34th Street (1947),
Miracle on 34th Street (1994),
Miracles - Mr. Canton and Lady Rose (1989),
"Mirror Has Two Faces, The (1996)",
Mirror Mirror (2012),
"Mirror, The (Zerkalo) (1975)",
MirrorMask (2005),
Mirrors (2008),
Mischief (1985),
Misery (1990),1.5
"Misfits, The (1961)",
"Misfortunates, The (De helaasheid der dingen) (2009)",
Miss Congeniality (2000),
Miss Congeniality 2: Armed and Fabulous (2005),
Miss March (2009),
Miss Meadows (2014),
Miss Nobody (2010),
Miss Peregrine's Home for Peculiar Children (2016),
Miss Potter (2006),
Miss Representation (2011),
Miss Sloane (2016),
Missing (1982),
Missing in Action (1984),
Missing in Action 2: The Beginning (1985),
"Missing, The (2003)",
Mission to Mars (2000),
"Mission, The (1986)",
Mission: Impossible (1996),
Mission: Impossible - Fallout (2018),
Mission: Impossible - Ghost Protocol (2011),
Mission: Impossible - Rogue Nation (2015),
Mission: Impossible II (2000),
Mission: Impossible III (2006),
Mississippi Burning (1988),
Mississippi Masala (1991),
"Mist, The (2007)",
Mister Roberts (1955),
Mistress America (2015),
"Misérables, Les (1995)",
"Misérables, Les (1998)",
"Misérables, Les (2000)",
"Misérables, Les (2012)",
Mitchell (1975),
Mixed Nuts (1994),
Mo' Better Blues (1990),
Mo' Money (1992),
Moana (2016),
Mobsters (1991),
Moby Dick (1956),
"Mod Squad, The (1999)",
Modern Problems (1981),
Modern Times (1936),
Mogambo (1953),
Mojave (2015),
Moll Flanders (1996),
Molly's Game (2017),
Mom and Dad Save the World (1992),
Mom's Night Out (2014),
Mommie Dearest (1981),
Mommy (2014),
Mon Oncle (My Uncle) (1958),
Mon oncle d'Amérique (1980),
Mona Lisa (1986),
Mona Lisa Smile (2003),
Monday (2000),
"Mondays in the Sun (Lunes al sol, Los) (2002)",
Mondo Cane (1962),
"Money Money Money (L'aventure, c'est l'aventure) (1972)",
Money Monster (2016),
"Money Pit, The (1986)",
Money Talks (1997),
Money Train (1995),
Moneyball (2011),
Mongol (2007),
Monkey Business (1952),
Monkey Shines (1988),
Monkey Trouble (1994),
Monkeybone (2001),
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),
Monsieur Lazhar (2011),
Monsieur Verdoux (1947),
Monsoon Wedding (2001),
Monster (2003),
Monster House (2006),
"Monster Squad, The (1987)",
Monster in a Box (1992),
Monster's Ball (2001),
"Monster, The (Mostro, Il) (1994)",
Monster-in-Law (2005),
Monsters (2010),
Monsters University (2013),
Monsters vs. Aliens (2009),
"Monsters, Inc. (2001)",
Monte Carlo (2011),
Monterey Pop (1968),
Monty Python Live at the Hollywood Bowl (1982),
Monty Python and the Holy Grail (1975),
Monty Python's And Now for Something Completely Different (1971),
Monty Python's Life of Brian (1979),
Monty Python's The Meaning of Life (1983),
Monument Ave. (1998),
"Monuments Men, The (2014)",
Mood Indigo (L'écume des jours) (2013),
Moon (2009),
Moon Over Parador (1988),
Moonlight,
Moonlight Mile (2002),
Moonraker (1979),
Moonrise Kingdom (2012),
Moonstruck (1987),
Moonwalker (1988),
Moonwalkers (2015),
More (1998),
More American Graffiti (1979),
"Morning After, The (1986)",
Morning Glory (2010),
Morons From Outer Space (1985),
Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),
Mortal Kombat (1995),
Mortal Kombat: Annihilation (1997),
Mortal Kombat: The Journey Begins (1995),
Mortal Thoughts (1991),
Mortdecai (2015),
Mortuary (1983),
Morvern Callar (2002),
Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),
Moscow on the Hudson (1984),
"Mosquito Coast, The (1986)",
"Most Hated Family in America, The (2007)",
Mostly Martha (Bella Martha) (2001),
Motel Hell (1980),
Mother (1996),
Mother (Madeo) (2009),
Mother Night (1996),
Mother! (2017),
Motherhood (2009),
"Mothman Prophecies, The (2002)",
Mothra (Mosura) (1961),
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",
Mouchette (1967),
Moulin Rouge (2001),
Mountains of the Moon (1990),
Mouse Hunt (1997),
"Mouse That Roared, The (1959)",
"Moustache, La (2005)",
Movie 43 (2013),
Mozart and the Whale (2005),
Mr Hublot (2013),
Mr. & Mrs. Smith (1941),
Mr. & Mrs. Smith (2005),
Mr. 3000 (2004),
Mr. Baseball (1992),
Mr. Bean's Holiday (2007),
Mr. Blandings Builds His Dream House (1948),
Mr. Brooks (2007),
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",
Mr. Deeds (2002),
Mr. Deeds Goes to Town (1936),
Mr. Destiny (1990),
Mr. Holland's Opus (1995),
Mr. Holmes (2015),
Mr. Jealousy (1997),
Mr. Magoo (1997),
Mr. Mom (1983),
Mr. Nanny (1993),
Mr. Nice Guy (Yat goh ho yan) (1997),
Mr. Nobody (2009),
Mr. Peabody & Sherman (2014),
Mr. Popper's Penguins (2011),
Mr. Right (2016),
Mr. Saturday Night (1992),
Mr. Skeffington (1944),
Mr. Smith Goes to Washington (1939),
Mr. Wonderful (1993),
Mr. Woodcock (2007),
Mr. Wrong (1996),
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",
Mrs. Dalloway (1997),
Mrs. Doubtfire (1993),4.5
Mrs. Henderson Presents (2005),
Mrs. Miniver (1942),
Mrs. Parker and the Vicious Circle (1994),
Mrs. Winterbourne (1996),
Much Ado About Nothing (1993),
Much Ado About Nothing (2012),
Mud (2012),
Mudbound (2017),
"Mudge Boy, The (2003)",
Mulan (1998),4.5
Mulan II (2004),
Mulholland Dr. (1999),
Mulholland Drive (2001),
Mulholland Falls (1996),
Multiplicity (1996),
Mumford (1999),
"Mummy Returns, The (2001)",
"Mummy, The (1932)",
"Mummy, The (1959)",
"Mummy, The (1999)",
"Mummy: Tomb of the Dragon Emperor, The (2008)",
Munchies (1987),
Munich (2005),
Munna bhai M.B.B.S. (2003),
"Muppet Christmas Carol, The (1992)",
"Muppet Christmas: Letters to Santa, A (2008)",
"Muppet Movie, The (1979)",
Muppet Treasure Island (1996),
Muppets From Space (1999),
Muppets Most Wanted (2014),
"Muppets Take Manhattan, The (1984)",
"Muppets, The (2011)",
Murder at 1600 (1997),
Murder by Death (1976),
Murder by Numbers (2002),
Murder in the First (1995),
Murder on a Sunday Morning (Un coupable idéal) (2001),
Murder on the Orient Express (1974),
Murder on the Orient Express (2017),
Murderball (2005),
Muriel's Wedding (1994),
Murphy's Romance (1985),
Musa the Warrior (Musa) (2001),
"Muse, The (1999)",
Music Box (1989),
Music From Another Room (1998),
"Music Man, The (1962)",
Music and Lyrics (2007),
Music of the Heart (1999),
"Musketeer, The (2001)",
Must Love Dogs (2005),
Mutant Aliens (2001),
Mutant Chronicles (2008),
Mute Witness (1994),
Mutiny on the Bounty (1935),
My Afternoons with Margueritte (La tête en friche) (2010),
My Architect: A Son's Journey (2003),
My Best Fiend (Mein liebster Feind) (1999),
My Best Friend's Girl (2008),
My Best Friend's Wedding (1997),
My Big Fat Greek Wedding (2002),
My Big Fat Greek Wedding 2 (2016),
My Bloody Valentine (1981),
My Bloody Valentine 3-D (2009),
My Blue Heaven (1990),
My Blueberry Nights (2007),
My Bodyguard (1980),
My Boss's Daughter (2003),
My Boyfriend's Back (1993),
My Cousin Vinny (1992),
My Crazy Life (Mi vida loca) (1993),
My Demon Lover (1987),
My Dinner with André (1981),
My Dog Skip (1999),
My Fair Lady (1964),
My Family (1995),
My Father and My Son (Babam ve oglum) (2005),
My Father the Hero (1994),
"My Father the Hero (Mon père, ce héros.) (1991)",
My Father's Glory (La gloire de mon père) (1990),
My Favorite Martian (1999),
My Favorite Wife (1940),
My Favorite Year (1982),
My Fellow Americans (1996),
My First Mister (2001),
My Flesh and Blood (2003),
My Giant (1998),
My Girl (1991),
My Girl 2 (1994),
My Kid Could Paint That (2007),
My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),
My Left Foot (1989),
My Life (1993),
My Life Without Me (2003),
My Life as McDull (Mak dau goo si) (2001),
My Life as a Dog (Mitt liv som hund) (1985),
My Life in Pink (Ma vie en rose) (1997),
My Life in Ruins (2009),
My Love (2006),
My Lucky Stars (Fuk sing go jiu) (1985),
My Man Godfrey (1936),
My Man Godfrey (1957),
"My Mother's Castle (Château de ma mère, Le) (1990)",
My Name Is Bruce (2007),
My Name Is Joe (1998),
My Neighbor Totoro (Tonari no Totoro) (1988),
My Own Private Idaho (1991),
My Sassy Girl (Yeopgijeogin geunyeo) (2001),
My Science Project (1985),
My Scientology Movie (2016),
My Sister's Keeper (2009),
My Son the Fanatic (1997),
My Stepmother Is an Alien (1988),
My Super Ex-Girlfriend (2006),
My Tutor (1983),
My Voyage to Italy (Il mio viaggio in Italia) (1999),
My Wife is an Actress (Ma Femme est une Actrice) (2001),
Mysterious Skin (2004),
Mystery Date (1991),
Mystery Men (1999),
Mystery Science Theater 3000: The Movie (1996),
Mystery Train (1989),
"Mystery of the Third Planet, The (Tayna tretey planety) (1981)",
"Mystery, Alaska (1999)",
Mystic Pizza (1988),
Mystic River (2003),
Mystère à la Tour Eiffel (2015),
Ménage (Tenue de soirée) (1986),
Nacho Libre (2006),
Nadine (1987),
Nadja (1994),
Naked (1993),
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",
Naked Gun 33 1/3: The Final Insult (1994),
"Naked Gun: From the Files of Police Squad!, The (1988)",
Naked Lunch (1991),
"Name of the Rose, The (Name der Rose, Der) (1986)",
"Namesake, The (2006)",
Nancy Drew (2007),
"Nanny Diaries, The (2007)",
Nanny McPhee (2005),
Napoleon Dynamite (2004),
Naqoyqatsi (2002),
Narc (2002),
Narcopolis (2014),
Nashville (1975),
Nasu: Summer in Andalusia (2003),
National Lampoon's Bag Boy (2007),
National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),
National Lampoon's Senior Trip (1995),
National Lampoon's Vacation (1983),
National Lampoon's Van Wilder (2002),
National Security (2003),
National Treasure (2004),
National Treasure: Book of Secrets (2007),
National Velvet (1944),
Native Son (1986),
"Nativity Story, The (2006)",
Natural Born Killers (1994),
"Natural, The (1984)",
Nature Calls (2012),
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),
"Navigator, The (1924)",
Navy Seals (1990),
Neal Brennan: 3 Mics (2017),
Near Dark (1987),
Nebraska (2013),
Necessary Roughness (1991),
Ned Kelly (2003),
Neds (2010),
Need for Speed (2014),
Needful Things (1993),
"Negotiator, The (1998)",
Neighbors (1981),
Neighbors (2014),
Neighbors 2: Sorority Rising (2016),
Nell (1994),
Nelly & Monsieur Arnaud (1995),
Neo Tokyo (1987),
Neon Bull (2015),
Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",
Nerve (2016),
"Net, The (1995)",
Network (1976),
Nevada Smith (1966),
Never Back Down (2008),
Never Been Kissed (1999),
Never Cry Wolf (1983),
Never Die Alone (2004),
Never Let Me Go (2010),
Never Say Never Again (1983),
"NeverEnding Story II: The Next Chapter, The (1990)",
"NeverEnding Story III, The (1994)",
"NeverEnding Story, The (1984)",3.5
"New Adventures of Pippi Longstocking, The (1988)",
"New Guy, The (2002)",
New Jersey Drive (1995),
New Kids Nitro (2011),
"New One-Armed Swordsman, The (Xin du bi dao) (1971)",
New Police Story (Xin jing cha gu shi) (2004),
New Rose Hotel (1998),
New Waterford Girl (1999),
"New World, The (2005)",
New Year's Eve (2011),
New York Cop (Nyû Yôku no koppu) (1993),
New York Stories (1989),
"New York, I Love You (2009)",
"New York, New York (1977)",
Newsies (1992),
"Newton Boys, The (1998)",
Next (2007),
"Next Best Thing, The (2000)",
Next Friday (2000),
"Next Karate Kid, The (1994)",
Next Stop Wonderland (1998),
"Next Three Days, The (2010)",
Next of Kin (1989),
Nicholas Nickleby (2002),
Nick Fury: Agent of S.H.I.E.L.D. (1998),
Nick and Norah's Infinite Playlist (2008),
Nick of Time (1995),
Nico Icon (1995),
Nico and Dani (Krámpack) (2000),
Nicotina (2003),
Night Flier (1997),
Night Guards (2016),
"Night Listener, The (2006)",
"Night Porter, The (Portiere di notte, Il) (1974)",
Night Shift (1982),
Night Watch (Nochnoy dozor) (2004),
Night and Day (1946),
Night and Fog (Nuit et brouillard) (1955),
Night at the Museum (2006),
Night at the Museum: Battle of the Smithsonian (2009),
Night at the Museum: Secret of the Tomb (2014),
"Night at the Opera, A (1935)",
"Night at the Roxbury, A (1998)",
"Night in the Life of Jimmy Reardon, A (1988)",
Night of the Comet (1984),
Night of the Creeps (1986),
"Night of the Hunter, The (1955)",
"Night of the Iguana, The (1964)",
Night of the Lepus (1972),
Night of the Living Dead (1968),
Night of the Living Dead (1990),
"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",
Night on Earth (1991),
"Night to Remember, A (1958)",
"Night, The (Notte, La) (1960)",
Nightbreed (1990),
Nightcrawler (2014),
Nighthawks (1981),
"Nightmare Before Christmas, The (1993)",4
"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",
"Nightmare on Elm Street 4: The Dream Master, A (1988)",
"Nightmare on Elm Street 5: The Dream Child, A (1989)",
"Nightmare on Elm Street, A (1984)",
"Nightmare on Elm Street, A (2010)",
"Nights of Cabiria (Notti di Cabiria, Le) (1957)",
Nightwatch (1997),
Nim's Island (2008),
Nina Takes a Lover (1994),
Nina's Heavenly Delights (2006),
"Nine Lives of Tomas Katz, The (2000)",
Nine Months (1995),
Nine Queens (Nueve reinas) (2000),
Nine to Five (a.k.a. 9 to 5) (1980),
"Nines, The (2007)",
Ninja (2009),
Ninja Assassin (2009),
Ninja Scroll (Jûbei ninpûchô) (1995),
Ninja: Shadow of a Tear (2013),
Ninotchka (1939),
"Ninth Gate, The (1999)",
Nirvana (1997),
Nixon (1995),
No Country for Old Men (2007),
No Direction Home: Bob Dylan (2005),
No End in Sight (2007),
No Escape (1994),
No Game No Life: Zero (2017),
No Holds Barred (1989),
No Man's Land (1987),
No Man's Land (2001),
No Mercy (1986),
No Reservations (2007),
No Small Affair (1984),
No Strings Attached (2011),
No Such Thing (2001),
No Way Jose (2015),
No Way Out (1987),
"No. 1 Ladies' Detective Agency, The (2008)",
Noah (2014),
Nobody Knows (Dare mo shiranai) (2004),
Nobody Loves Me (Keiner liebt mich) (1994),
"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press (2017)",
Nobody's Fool (1994),
Nocturnal Animals,
Noin 7 veljestä (1968),
Noises Off... (1992),
Non-Stop (2014),
Norbit (2007),
"Norm Macdonald: Hitler's Dog, Gossip & Trickery (2017)",
Norma Rae (1979),
Normal Life (1996),
"Norte, El (1984)",
North & South (2004),
North (1994),
North Country (2005),
North Dallas Forty (1979),
North Pole: Open For Christmas (2015),
North by Northwest (1959),
Northanger Abbey (2007),
Northfork (2003),
Northmen - A Viking Saga (2014),
Northwest Passage (1940),
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",
Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),
Not Another Teen Movie (2001),
Not One Less (Yi ge dou bu neng shao) (1999),
Not Suitable for Children (2012),
Not Without My Daughter (1991),
Not on the Lips (Pas sur la bouche) (2003),
"Notebook, The (2004)",
Notes on a Scandal (2006),
Nothing (2003),
Nothing But Trouble (1991),
Nothing Personal (1995),
Nothing in Common (1986),
Nothing to Declare (Rien à déclarer) (2010),
Nothing to Lose (1994),
Nothing to Lose (1997),
Notorious (1946),
Notorious (2009),
"Notorious Bettie Page, The (2005)",
Notorious C.H.O. (2002),
Notting Hill (1999),
November (2004),
Novocaine (2001),
Now You See Me (2013),
Now You See Me 2 (2016),
Now and Then (1995),
"Now, Voyager (1942)",
Nowhere (1997),
Nowhere in Africa (Nirgendwo in Afrika) (2001),
Nowitzki: The Perfect Shot (2014),
"Number 23, The (2007)",
Nuns on the Run (1990),
Nuremberg (2000),
Nurse Betty (2000),
"Nut Job, The (2014)",
Nutty Professor II: The Klumps (2000),
"Nutty Professor, The (1963)",
"Nutty Professor, The (1996)",
Nymphomaniac: Volume I (2013),
Nymphomaniac: Volume II (2013),
O (2001),
"O Brother, Where Art Thou? (2000)",
O.J.: Made in America (2016),
"OH in Ohio, The (2006)",
OT: Our Town (2002),
Oasis (2002),
"Object of Beauty, The (1991)",
"Object of My Affection, The (1998)",
"Objective, Burma! (1945)",
Oblivion (2013),
Oblivion 2: Backlash (1996),
Observe and Report (2009),
Obsessed (2009),
Obsession (1965),
Obsession (1976),
Ocean's Eleven (2001),
Ocean's Eleven (a.k.a. Ocean's 11) (1960),
Ocean's Thirteen (2007),
Ocean's Twelve (2004),
Oceans (Océans) (2009),
Ocho apellidos vascos (2014),
"Octagon, The (1980)",
October Sky (1999),
Octopussy (1983),
Oculus (2013),
"Odd Couple II, The (1998)",
"Odd Couple, The (1968)",
"Odd Life of Timothy Green, The (2012)",
"Odessa File, The (1974)",
Of Human Bondage (1934),
Of Mice and Men (1939),
Of Mice and Men (1992),
Office Christmas Party (2016),
Office Romance (1977),
Office Space (1999),
"Officer and a Gentleman, An (1982)",
"Official Story, The (La historia oficial) (1985)",
"Ogre, The (Unhold, Der) (1996)",
Oh Boy (A Coffee in Berlin) (2012),
"Oh, God! (1977)",
"Oh, God! Book II (1980)",
"Oh, God! You Devil (1984)",
"Oh, Hello: On Broadway (2017)",
Okja (2017),
Oklahoma! (1955),
Old Boy (2003),
Old Dogs (2009),
"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",
"Old Man and the Sea, The (1958)",
Old Men: Robbers (1971),
Old School (2003),
Old Yeller (1957),
Oldboy (2013),
Oliver & Company (1988),
Oliver Twist (1948),
Oliver Twist (2005),
Oliver! (1968),
Olympus Has Fallen (2013),
"Omega Code, The (1999)",
Omega Doom (1996),
"Omega Man, The (1971)",
"Omen, The (1976)",
"Omen, The (2006)",
On Any Sunday (1971),
On Golden Pond (1981),
